,Unnamed: 0,Email,canales,Total de eventos,Eventos únicos,Valor del evento,Valor medio
450,450,alfredo82@noriega.com,Paid Search,3,1,0,0
451,451,daniela68@collado-puente.biz,Paid Search,3,1,0,0
452,452,yusteandrea@carrera-arcos.org,Referral,3,3,0,0
453,453,jaimeroca@yahoo.com,Paid Search,3,3,0,0
454,454,ncifuentes@hotmail.com,Paid Search,3,1,0,0
455,455,veragabriel@yahoo.com,Organic Search,3,1,0,0
456,456,yvalbuena@ferrandez.net,Organic Search,3,3,0,0
457,457,zsotelo@gmail.com,Organic Search,3,3,0,0
458,458,droma@gmail.com,Paid Search,3,1,0,0
459,459,marcosalberto@leiva.com,Organic Search,3,3,0,0
460,460,ramirezgregorio@vilaplana-gimenez.com,Paid Search,3,1,0,0
461,461,lgordillo@yahoo.com,Organic Search,3,3,0,0
462,462,jmenendez@hotmail.com,Organic Search,3,3,0,0
463,463,domingo94@ros.net,Paid Search,3,3,0,0
464,464,espinosasara@morante-adadia.org,Direct,3,3,0,0
465,465,carolinacarrion@losa-belda.com,Paid Search,3,1,0,0
466,466,miriam92@gmail.com,Paid Search,3,3,0,0
467,467,leonsilvia@parra.com,Organic Search,3,1,0,0
468,468,joan34@baquero.org,Organic Search,3,1,0,0
469,469,ezamorano@hotmail.com,Paid Search,3,1,0,0
470,470,estherbenitez@yahoo.com,Organic Search,3,3,0,0
471,471,castellmargarita@hotmail.com,Organic Search,3,3,0,0
472,472,mprado@ledesma.net,Organic Search,3,3,0,0
473,473,zhernando@jodar-parejo.com,Paid Search,3,3,0,0
474,474,palomareseugenia@santamaria.com,Paid Search,3,1,0,0
475,475,angeles10@gmail.com,Organic Search,3,3,0,0
476,476,cbustos@hotmail.com,Organic Search,3,1,0,0
477,477,criadoclaudia@yahoo.com,Paid Search,3,3,0,0
478,478,alejandro91@ferrero-bernat.net,Paid Search,3,1,0,0
479,479,josep53@yahoo.com,Paid Search,3,1,0,0
480,480,marinopatricia@cerdan.com,Paid Search,3,3,0,0
481,481,xbarragan@gmail.com,Direct,3,1,0,0
482,482,burgosencarnacion@macias-valbuena.org,Paid Search,3,3,0,0
483,483,luzvega@yahoo.com,Paid Search,3,1,0,0
484,484,mariocarrera@gmail.com,Paid Search,3,1,0,0
485,485,ginersalvador@gmail.com,Paid Search,3,3,0,0
486,486,salvadormartin@hotmail.com,Organic Search,3,3,0,0
487,487,mvizcaino@palma.net,Paid Search,3,1,0,0
488,488,villaverdemario@hotmail.com,Organic Search,3,3,0,0
489,489,jaime40@yahoo.com,Organic Search,3,3,0,0
490,490,catalina49@gmail.com,Paid Search,3,3,0,0
491,491,carballojuan-luis@hotmail.com,Paid Search,3,1,0,0
492,492,nieves71@moran-espana.info,Paid Search,3,1,0,0
493,493,psalinas@jaen.biz,Paid Search,3,1,0,0
494,494,nborrego@lopez-nogueira.info,Paid Search,3,1,0,0
495,495,monrealmireia@gmail.com,Paid Search,3,3,0,0
496,496,ines44@catala.org,Direct,3,3,0,0
497,497,gvega@gmail.com,Organic Search,3,1,0,0
498,498,lobatoivan@yahoo.com,Organic Search,3,3,0,0
499,499,marellano@mugica-valverde.net,Organic Search,3,3,0,0
500,500,santiago64@yahoo.com,Organic Search,3,1,0,0
501,501,spalomo@guzman.com,Organic Search,3,1,0,0
502,502,cgodoy@lerma.com,Paid Search,3,1,0,0
503,503,franciscoeugenia@barros.com,Paid Search,3,1,0,0
504,504,vanesapellicer@santos.com,Paid Search,3,1,0,0
505,505,martinplanas@yahoo.com,Direct,3,3,0,0
506,506,alba77@gmail.com,Paid Search,3,3,0,0
507,507,iagudo@suarez.com,Paid Search,3,3,0,0
508,508,rosellosantiago@yahoo.com,Paid Search,3,3,0,0
509,509,alejandramercader@casal.com,Organic Search,3,1,0,0
510,510,evadonoso@yahoo.com,Direct,3,1,0,0
511,511,anna96@hotmail.com,Paid Search,3,3,0,0
512,512,chamorroalfonso@arellano-quiros.com,Paid Search,3,1,0,0
513,513,diegosamuel@moraleda.org,Paid Search,3,3,0,0
514,514,sofia65@gamez.info,Organic Search,3,3,0,0
515,515,mespinosa@pombo.com,Organic Search,3,1,0,0
516,516,hbarcena@yahoo.com,Paid Search,3,3,0,0
517,517,ivanjuan@hotmail.com,Paid Search,3,3,0,0
518,518,ramoncardenas@gmail.com,Paid Search,3,3,0,0
519,519,pprieto@hotmail.com,Paid Search,3,3,0,0
520,520,raquelhierro@agustin-batalla.com,Organic Search,3,1,0,0
521,521,rosmargarita@gmail.com,Paid Search,3,1,0,0
522,522,pplanas@bertran.com,Paid Search,3,3,0,0
523,523,angelesandrade@sanmiguel.biz,Organic Search,3,1,0,0
524,524,kledesma@hotmail.com,Paid Search,3,1,0,0
525,525,amoantonio@mas.net,Paid Search,3,3,0,0
526,526,gallartamparo@hotmail.com,Direct,3,3,0,0
527,527,josefinapenalver@montana.net,Organic Search,3,1,0,0
528,528,arreguiangela@yahoo.com,Paid Search,3,1,0,0
529,529,perezmiguel-angel@barroso-amador.net,Paid Search,3,3,0,0
530,530,sandra32@gmail.com,Organic Search,3,3,0,0
531,531,doloresdominguez@juan-donaire.com,Organic Search,3,3,0,0
532,532,azorinjosefina@hotmail.com,Organic Search,3,1,0,0
533,533,seguraiker@yahoo.com,Paid Search,3,3,0,0
534,534,phernandez@llobet.com,Paid Search,3,3,0,0
535,535,sernafelix@gmail.com,Paid Search,3,3,0,0
536,536,oortuno@ruiz.com,Organic Search,3,1,0,0
537,537,catalinabaron@hotmail.com,Direct,3,1,0,0
538,538,natalia03@yahoo.com,Paid Search,3,1,0,0
539,539,anna74@antunez-valcarcel.net,Paid Search,3,1,0,0
540,540,batlleignacio@gmail.com,Paid Search,3,1,0,0
541,541,claudia83@rebollo-carreno.com,Organic Search,3,3,0,0
542,542,checajavier@yahoo.com,Paid Search,3,3,0,0
543,543,puertanicolas@hotmail.com,Paid Search,3,3,0,0
544,544,vanesaquerol@padilla-echevarria.info,Direct,3,3,0,0
545,545,manuela23@torralba.info,Direct,3,1,0,0
546,546,zsalva@barros.com,Organic Search,3,3,0,0
547,547,sotelomarc@velazquez.org,Organic Search,3,3,0,0
548,548,uribefrancisco@mayoral.com,Organic Search,3,3,0,0
549,549,ismaeltorrijos@gmail.com,Paid Search,3,3,0,0
550,550,scardona@hotmail.com,Paid Search,3,3,0,0
551,551,udonaire@vendrell.com,Paid Search,3,3,0,0
552,552,tenoriomanuel@hotmail.com,Paid Search,3,1,0,0
553,553,casadodavid@bravo.com,Organic Search,3,3,0,0
554,554,carana@baez.com,(Other),3,3,0,0
555,555,eugenia00@yahoo.com,Paid Search,3,1,0,0
556,556,pilar60@yahoo.com,Paid Search,3,1,0,0
557,557,benavidescarolina@hotmail.com,Paid Search,3,3,0,0
558,558,alicia04@hotmail.com,Paid Search,3,1,0,0
559,559,auroraperez@palau.info,Organic Search,3,3,0,0
560,560,carrenomiguel@yahoo.com,Paid Search,3,3,0,0
561,561,jose-miguel08@hotmail.com,Organic Search,3,1,0,0
562,562,canetnatalia@gmail.com,Organic Search,3,3,0,0
563,563,barreracarmen@gmail.com,Organic Search,3,3,0,0
564,564,cabrerasara@yahoo.com,Paid Search,3,3,0,0
565,565,vbernal@hotmail.com,Direct,3,1,0,0
566,566,jose-mariabonilla@hotmail.com,Paid Search,3,1,0,0
567,567,jromero@yahoo.com,Paid Search,3,3,0,0
568,568,nojeda@rivero-canizares.com,Organic Search,3,1,0,0
569,569,onaranjo@echeverria.info,Paid Search,3,3,0,0
570,570,fverdejo@chaves.biz,Paid Search,3,3,0,0
571,571,samuelanton@hotmail.com,Paid Search,3,3,0,0
572,572,rosa70@yahoo.com,Organic Search,3,1,0,0
573,573,magdalena40@alegre-agudo.com,Paid Search,3,1,0,0
574,574,martaarregui@hotmail.com,Paid Search,3,1,0,0
575,575,lorenamarco@figueroa.biz,Organic Search,1,1,0,0
576,576,ricardoosuna@leon.com,Organic Search,1,1,0,0
577,577,joaquin19@barreda.com,Direct,1,1,0,0
578,578,varco@abascal.net,Organic Search,1,1,0,0
579,579,gesteban@vilalta.com,Organic Search,1,1,0,0
580,580,jaimevelasco@gmail.com,Paid Search,1,1,0,0
581,581,zbarreda@hotmail.com,Organic Search,1,1,0,0
582,582,sara87@bustamante-vilaplana.info,Paid Search,1,1,0,0
583,583,tomas31@lujan-torrents.com,Organic Search,1,1,0,0
584,584,enriqueparra@ibarra-catala.net,Paid Search,1,1,0,0
585,585,jose-manuelrocha@yahoo.com,Paid Search,1,1,0,0
586,586,barrioshugo@gmail.com,Organic Search,1,1,0,0
587,587,barrioshugo@gmail.com,Paid Search,1,1,0,0
588,588,kangulo@hotmail.com,Paid Search,1,1,0,0
589,589,montserrat87@pozuelo-castello.com,Organic Search,1,1,0,0
590,590,luzcasal@yahoo.com,Paid Search,1,1,0,0
591,591,victor-manuel78@gmail.com,Organic Search,1,1,0,0
592,592,victor-manuel78@gmail.com,Paid Search,1,1,0,0
593,593,vabril@belda.com,Paid Search,1,1,0,0
594,594,alex82@gmail.com,Organic Search,1,1,0,0
595,595,hfiol@yahoo.com,Organic Search,1,1,0,0
596,596,marinoanna@acedo.net,Paid Search,1,1,0,0
597,597,fiolfrancisco-javier@campos.com,Organic Search,1,1,0,0
598,598,xavier57@domingo.info,Organic Search,1,1,0,0
599,599,marc26@huertas.com,Organic Search,1,1,0,0
600,600,mateeugenia@gmail.com,Referral,1,1,0,0
601,601,nicolasamat@yahoo.com,Paid Search,1,1,0,0
602,602,nuria19@yahoo.com,Organic Search,1,1,0,0
603,603,paroca@yahoo.com,Direct,1,1,0,0
604,604,oparedes@hoyos.com,Direct,1,1,0,0
605,605,nieves10@hotmail.com,Paid Search,1,1,0,0
606,606,jose-mariaespinosa@castillo.biz,Organic Search,1,1,0,0
607,607,albacamino@yahoo.com,Paid Search,1,1,0,0
608,608,felipealegria@reyes.com,Paid Search,1,1,0,0
609,609,rverdejo@gmail.com,Paid Search,1,1,0,0
610,610,sebastiantorrijos@gmail.com,Paid Search,1,1,0,0
611,611,barredajuana@hotmail.com,Paid Search,1,1,0,0
612,612,sergio47@figueroa.biz,Paid Search,1,1,0,0
613,613,alloret@pedraza.com,Paid Search,1,1,0,0
614,614,calderonadriana@gmail.com,Direct,1,1,0,0
615,615,juanataboada@yahoo.com,Organic Search,1,1,0,0
616,616,fatimamunoz@rodenas.info,Organic Search,1,1,0,0
617,617,elisa33@gmail.com,Paid Search,1,1,0,0
618,618,elenacanet@yahoo.com,Organic Search,1,1,0,0
619,619,apol@hotmail.com,Organic Search,1,1,0,0
620,620,mmadrigal@hotmail.com,Paid Search,1,1,0,0
621,621,jose-antonio12@arjona.com,Direct,1,1,0,0
622,622,marinaroda@higueras.com,Organic Search,1,1,0,0
623,623,pinajose-luis@yahoo.com,Paid Search,1,1,0,0
624,624,santiago21@iborra.info,Direct,1,1,0,0
625,625,virginiaflores@cordero.com,Paid Search,1,1,0,0
626,626,daniel77@hotmail.com,Paid Search,1,1,0,0
627,627,aragonjosefina@gmail.com,Paid Search,1,1,0,0
628,628,scanet@hotmail.com,Paid Search,1,1,0,0
629,629,vordonez@gmail.com,Organic Search,1,1,0,0
630,630,samuel04@hotmail.com,Organic Search,1,1,0,0
631,631,hectormuro@gmail.com,Organic Search,1,1,0,0
632,632,ripolldomingo@hotmail.com,Paid Search,1,1,0,0
633,633,ubarroso@yahoo.com,Direct,1,1,0,0
634,634,alicia66@gmail.com,(Other),1,1,0,0
635,635,raquel09@rocha.com,Paid Search,1,1,0,0
636,636,angelaherranz@hotmail.com,Organic Search,1,1,0,0
637,637,margaritabernat@gmail.com,Organic Search,1,1,0,0
638,638,purificacion55@pages.com,Organic Search,1,1,0,0
639,639,guillermo99@hotmail.com,Organic Search,1,1,0,0
640,640,busquetsmartin@gmail.com,Paid Search,1,1,0,0
641,641,zcuervo@yahoo.com,Organic Search,1,1,0,0
642,642,pedrazagabriel@garriga.com,Paid Search,1,1,0,0
643,643,apedro@almeida.com,Organic Search,1,1,0,0
644,644,xtorralba@gmail.com,Paid Search,1,1,0,0
645,645,fonsecamercedes@yahoo.com,Organic Search,1,1,0,0
646,646,guillermoprada@calatayud.info,Direct,1,1,0,0
647,647,juan-manuelgallo@yahoo.com,Referral,1,1,0,0
648,648,susanarosado@molina-guerra.org,Organic Search,1,1,0,0
649,649,juan-manuel55@alvarado.info,Paid Search,1,1,0,0
650,650,olleralfonso@bello-franco.biz,Direct,1,1,0,0
651,651,zmelendez@gamez.net,Paid Search,1,1,0,0
652,652,palaciomar@gmail.com,Organic Search,1,1,0,0
653,653,mgarzon@calatayud.info,Paid Search,1,1,0,0
654,654,sotomanuela@lara-echevarria.com,Paid Search,1,1,0,0
655,655,fernandojaen@carmona-ribas.com,Paid Search,1,1,0,0
656,656,eliasdavid@gmail.com,Paid Search,1,1,0,0
657,657,mariaroman@balaguer-carrion.com,Paid Search,1,1,0,0
658,658,arnaldaniela@hotmail.com,Paid Search,1,1,0,0
659,659,rocio44@hotmail.com,Organic Search,1,1,0,0
660,660,iizquierdo@carnero.com,Organic Search,1,1,0,0
661,661,tgoicoechea@hotmail.com,Paid Search,1,1,0,0
662,662,mireiagalvez@millan-vergara.com,Paid Search,1,1,0,0
663,663,pablo79@martinez-garcia.info,Direct,1,1,0,0
664,664,francisca73@roig.biz,Organic Search,1,1,0,0
665,665,juan-manuel62@enriquez.info,Organic Search,1,1,0,0
666,666,cblazquez@corominas-vazquez.com,Organic Search,1,1,0,0
667,667,garridoelena@borrego.net,Organic Search,1,1,0,0
668,668,jovejuan-manuel@hotmail.com,Organic Search,1,1,0,0
669,669,gabriel81@hotmail.com,Paid Search,1,1,0,0
670,670,jose-ignacioverdu@yahoo.com,Organic Search,1,1,0,0
671,671,francisca28@hotmail.com,Organic Search,1,1,0,0
672,672,paulasegovia@terron.com,Paid Search,1,1,0,0
673,673,antonio12@chico.com,Paid Search,1,1,0,0
674,674,jose-luis00@barbera.com,Direct,1,1,0,0
675,675,ddomenech@castaneda.com,Paid Search,1,1,0,0
676,676,josefinapellicer@alvarez.com,Organic Search,1,1,0,0
677,677,susana72@yahoo.com,Organic Search,1,1,0,0
678,678,mpazos@baquero.com,Organic Search,1,1,0,0
679,679,laura97@yahoo.com,Organic Search,1,1,0,0
680,680,qaguilera@corral.com,Organic Search,1,1,0,0
681,681,guillermolumbreras@yahoo.com,Paid Search,1,1,0,0
682,682,ferrandeznoelia@minguez-canales.org,Organic Search,1,1,0,0
683,683,victoria34@gmail.com,Organic Search,1,1,0,0
684,684,tblasco@raya-vilalta.com,Organic Search,1,1,0,0
685,685,nereanevado@gmail.com,Paid Search,1,1,0,0
686,686,mercedesguerra@perello-yuste.com,Paid Search,1,1,0,0
687,687,gpedraza@roda.biz,(Other),1,1,0,0
688,688,gpedraza@roda.biz,Paid Search,1,1,0,0
689,689,herrerojuan@blazquez.net,Paid Search,1,1,0,0
690,690,ocarreras@arnal.com,Direct,1,1,0,0
691,691,ollerangeles@larrea-alegre.com,Organic Search,1,1,0,0
692,692,opalacios@alvarez.com,Organic Search,1,1,0,0
693,693,albaroberto@gmail.com,Organic Search,1,1,0,0
694,694,veronica16@hotmail.com,Direct,1,1,0,0
695,695,josep85@hotmail.com,Organic Search,1,1,0,0
696,696,albert88@sanz.com,Paid Search,1,1,0,0
697,697,victormartinez@velez.com,Paid Search,1,1,0,0
698,698,francoraul@milla-checa.com,Paid Search,1,1,0,0
699,699,esparzalorenzo@escriva-nicolau.com,Paid Search,1,1,0,0
700,700,cristian28@hotmail.com,Direct,1,1,0,0
701,701,cuetofrancisco-jose@alberto.info,Direct,1,1,0,0
702,702,josep98@escolano-sala.info,Referral,1,1,0,0
703,703,sandra84@gmail.com,Paid Search,1,1,0,0
704,704,nicolas81@oliva-aznar.com,Organic Search,1,1,0,0
705,705,olloret@salmeron-escriva.biz,Paid Search,1,1,0,0
706,706,rieratomas@cervera.biz,Organic Search,1,1,0,0
707,707,huertapablo@gmail.com,Direct,1,1,0,0
708,708,vtur@hotmail.com,Paid Search,1,1,0,0
709,709,cortespablo@oller-ferrera.com,Organic Search,1,1,0,0
710,710,inesgiron@gmail.com,Paid Search,1,1,0,0
711,711,egeamilagros@miranda.org,Organic Search,1,1,0,0
712,712,ksanjuan@gmail.com,Paid Search,1,1,0,0
713,713,fernando13@gmail.com,Paid Search,1,1,0,0
714,714,costajose-antonio@exposito.biz,Paid Search,1,1,0,0
715,715,mariano53@hotmail.com,Organic Search,1,1,0,0
716,716,ggrau@hotmail.com,Paid Search,1,1,0,0
717,717,gonzalocanas@bonilla-redondo.com,Paid Search,1,1,0,0
718,718,jose-miguel35@yahoo.com,Organic Search,1,1,0,0
719,719,miguel-angelgarcia@gmail.com,Paid Search,1,1,0,0
720,720,luis-miguel60@hotmail.com,Organic Search,1,1,0,0
721,721,navarretemarta@hurtado.com,Organic Search,1,1,0,0
722,722,alberto88@gmail.com,Direct,1,1,0,0
723,723,mercedes38@bastida.info,Paid Search,1,1,0,0
724,724,kmas@yahoo.com,Organic Search,1,1,0,0
725,725,carolinavargas@gmail.com,Paid Search,1,1,0,0
726,726,nicolaslucia@puente-aller.info,Organic Search,1,1,0,0
727,727,malegre@toro-soriano.net,Organic Search,1,1,0,0
728,728,lcarbo@hotmail.com,Organic Search,1,1,0,0
729,729,lcarbo@hotmail.com,Referral,1,1,0,0
730,730,penasfrancisco@cano.net,Direct,1,1,0,0
731,731,ksaenz@escriva.biz,Organic Search,1,1,0,0
732,732,warnal@gmail.com,Organic Search,1,1,0,0
733,733,taboadaangel@segui.com,Organic Search,1,1,0,0
734,734,menendezismael@minguez-dieguez.com,Organic Search,1,1,0,0
735,735,oreguera@solis.com,Paid Search,1,1,0,0
736,736,esperanzahervas@ramon.com,Organic Search,1,1,0,0
737,737,purificaciondominguez@hotmail.com,Paid Search,1,1,0,0
738,738,francisco-javier78@ariza-otero.biz,Organic Search,1,1,0,0
739,739,jose-luis47@lago-gual.com,Organic Search,1,1,0,0
740,740,smadrid@hotmail.com,Paid Search,1,1,0,0
741,741,raulosorio@coronado.com,Direct,1,1,0,0
742,742,jose-manuel41@yahoo.com,Organic Search,1,1,0,0
743,743,celiaarana@hotmail.com,Paid Search,1,1,0,0
744,744,monica68@gmail.com,Paid Search,1,1,0,0
745,745,manuelatrujillo@codina-arteaga.com,Direct,1,1,0,0
746,746,torreslourdes@codina.info,Paid Search,1,1,0,0
747,747,acevedoalfredo@hotmail.com,Paid Search,1,1,0,0
748,748,salvador81@arrieta.com,Paid Search,1,1,0,0
749,749,jose-miguellaguna@rodriguez-vidal.info,Paid Search,1,1,0,0
750,750,carolinaroca@calatayud.com,Paid Search,1,1,0,0
751,751,yribera@ramon-murillo.com,Direct,1,1,0,0
752,752,salberola@gutierrez-moraleda.biz,Paid Search,1,1,0,0
753,753,ignacio98@yahoo.com,Organic Search,1,1,0,0
754,754,zvila@roman.com,Paid Search,1,1,0,0
755,755,trinidadmosquera@galvan-alemany.com,Paid Search,1,1,0,0
756,756,kmartinez@ripoll.com,Paid Search,1,1,0,0
757,757,enrique30@yahoo.com,Paid Search,1,1,0,0
758,758,amormarta@gmail.com,Organic Search,1,1,0,0
759,759,pedro06@tejero.com,Direct,1,1,0,0
760,760,pedro06@tejero.com,Organic Search,1,1,0,0
761,761,alfonso80@yahoo.com,Direct,1,1,0,0
762,762,gabrielmadrigal@marco-cuervo.org,Paid Search,1,1,0,0
763,763,jesusalcantara@matas-alarcon.com,Organic Search,1,1,0,0
764,764,cerezomercedes@hotmail.com,Paid Search,1,1,0,0
765,765,santiagoguijarro@yahoo.com,Paid Search,1,1,0,0
766,766,gloria55@yahoo.com,Paid Search,1,1,0,0
767,767,albasales@yahoo.com,Organic Search,1,1,0,0
768,768,consuelogalindo@hidalgo.com,Organic Search,1,1,0,0
769,769,raulvalle@gmail.com,Paid Search,1,1,0,0
770,770,francisco-jose93@aviles.com,Paid Search,1,1,0,0
771,771,holivera@hotmail.com,Direct,1,1,0,0
772,772,mendezsamuel@cabo.net,Direct,1,1,0,0
773,773,roblesmohamed@yahoo.com,Paid Search,1,1,0,0
774,774,elorzajoaquin@rosello-montesinos.biz,Paid Search,1,1,0,0
775,775,pedro32@carvajal.net,Paid Search,1,1,0,0
776,776,mariraquel@recio.com,Paid Search,1,1,0,0
777,777,rguijarro@gmail.com,Organic Search,1,1,0,0
778,778,victoriglesias@barriga.com,Paid Search,1,1,0,0
779,779,rosasalva@miralles.com,Paid Search,1,1,0,0
780,780,sebastianrovira@gmail.com,Organic Search,1,1,0,0
781,781,mateosmilagros@llorens.com,Organic Search,1,1,0,0
782,782,caminoignacio@roig-egea.com,Paid Search,1,1,0,0
783,783,jaimevila@prado.net,Paid Search,1,1,0,0
784,784,alejandra85@hotmail.com,Paid Search,1,1,0,0
785,785,ruben63@porras.org,Organic Search,1,1,0,0
786,786,oscarquerol@clavero-franco.com,Paid Search,1,1,0,0
787,787,joannevado@zorrilla-serra.com,Organic Search,1,1,0,0
788,788,scheca@palomares.com,Organic Search,1,1,0,0
789,789,ana90@catalan-andres.com,Paid Search,1,1,0,0
790,790,nvicente@yahoo.com,Organic Search,1,1,0,0
791,791,nvicente@yahoo.com,Referral,1,1,0,0
792,792,lidiacarrasco@checa.org,Organic Search,1,1,0,0
793,793,elastra@solano.com,Organic Search,1,1,0,0
794,794,jperera@nino.com,Direct,1,1,0,0
795,795,paula37@roman-ferrandez.com,(Other),1,1,0,0
796,796,paula37@roman-ferrandez.com,Organic Search,1,1,0,0
797,797,eduardosalinas@gmail.com,(Other),1,1,0,0
798,798,pintoralicia@hotmail.com,Organic Search,1,1,0,0
799,799,mcarnero@carrion.biz,Paid Search,1,1,0,0
800,800,nietovictor-manuel@gmail.com,Organic Search,1,1,0,0
801,801,vpeiro@rodenas.biz,Paid Search,1,1,0,0
802,802,franciscamarquez@pozuelo.info,Paid Search,1,1,0,0
803,803,eduardosaldana@iriarte-feijoo.net,Direct,1,1,0,0
804,804,eduardosaldana@iriarte-feijoo.net,Organic Search,1,1,0,0
805,805,kcazorla@agullo.com,Paid Search,1,1,0,0
806,806,joliver@gmail.com,Organic Search,1,1,0,0
807,807,rocio34@estevez-tomas.com,Organic Search,1,1,0,0
808,808,diegoalfredo@roura.com,Paid Search,1,1,0,0
809,809,silvia25@juan.com,Paid Search,1,1,0,0
810,810,veganuria@rincon.info,Paid Search,1,1,0,0
811,811,francomarina@hotmail.com,Organic Search,1,1,0,0
812,812,angelaruano@albero.org,Organic Search,1,1,0,0
813,813,zalarcon@yahoo.com,Paid Search,1,1,0,0
814,814,juanllamas@leon.com,Paid Search,1,1,0,0
815,815,paula99@morales-malo.com,Organic Search,1,1,0,0
816,816,araujocristian@gmail.com,Paid Search,1,1,0,0
817,817,trinidad36@segovia.com,Paid Search,1,1,0,0
818,818,virginiabenitez@yahoo.com,Paid Search,1,1,0,0
819,819,arellanosusana@gmail.com,Organic Search,1,1,0,0
820,820,hmilla@cabanas.org,Direct,1,1,0,0
821,821,hmilla@cabanas.org,Paid Search,1,1,0,0
822,822,ctamarit@gmail.com,Direct,1,1,0,0
823,823,jose-carlosvalero@gmail.com,Direct,1,1,0,0
824,824,ines56@hotmail.com,Direct,1,1,0,0
825,825,emiliocastellanos@vallejo.com,Organic Search,1,1,0,0
826,826,ytorrent@valenzuela.com,Paid Search,1,1,0,0
827,827,lidiasuarez@cepeda-mulet.org,Direct,1,1,0,0
828,828,lidiasuarez@cepeda-mulet.org,Paid Search,1,1,0,0
829,829,fgalvez@corominas.com,Paid Search,1,1,0,0
830,830,icuevas@gmail.com,Organic Search,1,1,0,0
831,831,salcedoalejandra@aliaga.info,Organic Search,1,1,0,0
832,832,ypalomo@perera.com,Organic Search,1,1,0,0
833,833,gcifuentes@hotmail.com,Paid Search,1,1,0,0
834,834,josesegarra@hotmail.com,(Other),1,1,0,0
835,835,josesegarra@hotmail.com,Referral,1,1,0,0
836,836,cespedesana@gmail.com,Organic Search,1,1,0,0
837,837,josep10@tejedor-borrego.net,Organic Search,1,1,0,0
838,838,paniagualidia@estevez-carbo.com,Paid Search,1,1,0,0
839,839,rubenegea@yahoo.com,Paid Search,1,1,0,0
840,840,veronicapuente@abellan.com,Organic Search,1,1,0,0
841,841,elisa44@yahoo.com,Paid Search,1,1,0,0
842,842,clementejuan@lucena-cespedes.biz,Organic Search,1,1,0,0
843,843,torreemilio@palomino-pastor.org,Paid Search,1,1,0,0
844,844,toledoalba@gmail.com,Organic Search,1,1,0,0
845,845,jose-luis79@yahoo.com,Paid Search,1,1,0,0
846,846,david49@gmail.com,Paid Search,1,1,0,0
847,847,dmorata@muniz.biz,Organic Search,1,1,0,0
848,848,victorbarbero@olmo-aviles.net,Referral,1,1,0,0
849,849,bernaljulia@arco.info,Direct,1,1,0,0
850,850,bernaljulia@arco.info,Referral,1,1,0,0
851,851,sarabiarodrigo@hotmail.com,Paid Search,1,1,0,0
852,852,ivan76@hotmail.com,Organic Search,1,1,0,0
853,853,wricart@diez.com,Paid Search,1,1,0,0
854,854,salvadorrico@yahoo.com,Organic Search,1,1,0,0
855,855,asuncion96@hervas.org,Referral,1,1,0,0
856,856,carolina58@esteban.com,Paid Search,1,1,0,0
857,857,htaboada@tenorio-manrique.com,Paid Search,1,1,0,0
858,858,ireyes@quintero.info,Organic Search,1,1,0,0
859,859,esther34@collado.com,Paid Search,1,1,0,0
860,860,vrocha@yahoo.com,Organic Search,1,1,0,0
861,861,alex15@barcena.net,Organic Search,1,1,0,0
862,862,hibanez@yahoo.com,Paid Search,1,1,0,0
863,863,sergio05@yahoo.com,Organic Search,1,1,0,0
864,864,vanesavergara@yahoo.com,Direct,1,1,0,0
865,865,jose-antonioferrando@yahoo.com,Paid Search,1,1,0,0
866,866,soniaarroyo@morcillo.com,Organic Search,1,1,0,0
867,867,kandres@bermudez-zapata.com,Paid Search,1,1,0,0
868,868,francisco98@clemente.com,Organic Search,1,1,0,0
869,869,mohameduria@sancho.info,Paid Search,1,1,0,0
870,870,amparo70@losada.com,Paid Search,1,1,0,0
871,871,amparo70@losada.com,Referral,1,1,0,0
872,872,tellezmiriam@hotmail.com,Organic Search,1,1,0,0
873,873,lsanchez@yahoo.com,Organic Search,1,1,0,0
874,874,cuevasteresa@arnal.info,Direct,1,1,0,0
875,875,tomas63@gmail.com,Paid Search,1,1,0,0
876,876,barrosoelena@hotmail.com,Organic Search,1,1,0,0
877,877,raul28@paez-ojeda.net,Paid Search,1,1,0,0
878,878,angelcaro@gmail.com,Organic Search,1,1,0,0
879,879,llamasvanesa@gmail.com,Organic Search,1,1,0,0
880,880,qvidal@tomas.com,Organic Search,1,1,0,0
881,881,nicolas63@carballo-villar.com,Referral,1,1,0,0
882,882,zuritajuana@boada-anaya.org,Organic Search,1,1,0,0
883,883,jaureguitomas@iborra.com,Paid Search,1,1,0,0
884,884,yuribe@hotmail.com,Organic Search,1,1,0,0
885,885,yuribe@hotmail.com,Paid Search,1,1,0,0
886,886,jose-maria55@camino-salvador.com,Organic Search,1,1,0,0
887,887,marina67@gmail.com,Paid Search,1,1,0,0
888,888,blanca22@yahoo.com,Direct,1,1,0,0
889,889,hcalderon@cortina.info,Paid Search,1,1,0,0
890,890,reinaismael@teruel.com,Paid Search,1,1,0,0
891,891,eugenia79@hotmail.com,Paid Search,1,1,0,0
892,892,isabel05@gmail.com,Organic Search,1,1,0,0
893,893,simojose-miguel@rubio-iglesias.com,Organic Search,1,1,0,0
894,894,znicolau@lucena.info,Direct,1,1,0,0
895,895,albertoaragon@yahoo.com,Organic Search,1,1,0,0
896,896,jaimepintor@garzon-corbacho.com,Paid Search,1,1,0,0
897,897,palmermario@pedraza.net,Organic Search,1,1,0,0
898,898,daniel97@hierro.com,Organic Search,1,1,0,0
